,positionId,positionName,companyId,companyFullName,companySize,industryField,financeStage,firstType,secondType,thirdType,city,district,salary,workYear,education,positionAdvantage
123,9179464,php开发工程师,302038,成都环宇知了科技有限公司,500-2000人,"在线教育,内容资讯",不需要融资,开发|测试|运维类,后端开发,PHP,成都,郫县,12k-18k,3-5年,大专,定期体检、年终奖、生日/节日福利、五险一金
124,9349102,php开发工程师,13301,上海久彰电子商务有限公司,2000人以上,"金融,电商",不需要融资,开发|测试|运维类,后端开发,PHP,上海,徐汇区,14k-20k,3-5年,本科,团队氛围轻松 发展空间大 平台稳定
125,6074189,php开发工程师,267847,深圳市既明科技有限公司,15-50人,"软件服务｜咨询,营销服务｜咨询",不需要融资,开发|测试|运维类,后端开发,PHP,深圳,南山区,8k-16k,1-3年,大专,"快速成长,大品牌项目,领导优秀"
126,9195032,php开发工程师,302038,成都环宇知了科技有限公司,500-2000人,"在线教育,内容资讯",不需要融资,开发|测试|运维类,后端开发,PHP,成都,郫县,7k-12k,1-3年,本科,五险一金，年终奖，下午茶，免费体检
127,7263071,php开发工程师,385985,广州哇嘎文化传媒有限公司,50-150人,新媒体,不需要融资,开发|测试|运维类,后端开发,PHP,广州,天河区,15k-18k,3-5年,大专,五险一金 扁平化团队 下午茶 生日福利
128,9498393,php开发工程师,78697,上海卓盟信息科技有限公司,50-150人,IT技术服务｜咨询,B轮,开发|测试|运维类,后端开发,后端开发,上海,徐汇区,15k-30k,不限,本科,扁平化管理 晋升
129,9050556,php开发工程师,253871,大连天神娱乐股份有限公司北京分公司,500-2000人,游戏,上市公司,开发|测试|运维类,后端开发,PHP,北京,朝阳区,15k-20k,3-5年,大专,发展空间大、扁平化管理
130,8106257,PHP开发工程师,18165,北京点石经纬科技有限公司,500-2000人,"工具类产品,人工智能服务",B轮,开发|测试|运维类,后端开发,PHP,北京,海淀区,20k-35k,3-5年,本科,K12教育 硬软件结合 AI智慧教育
131,9526350,php开发工程师,19247,深圳减字科技有限公司,500-2000人,智能硬件,B轮,开发|测试|运维类,后端开发,PHP,深圳,南山区,20k-30k,3-5年,本科,快速发展
132,9487774,php开发工程师,193353,杭州玩心不止网络科技有限公司,150-500人,游戏,不需要融资,开发|测试|运维类,后端开发,PHP,杭州,余杭区,18k-25k,3-5年,大专,福利待遇好~
133,9311033,php开发工程师,69432,深圳数马电子技术有限公司,150-500人,"数据服务,硬件",未融资,开发|测试|运维类,后端开发,PHP,深圳,南山区,13k-25k,1-3年,本科,扁平化管理
134,8118825,php开发工程师,338154,北京小懂科技有限公司,50-150人,"移动互联网,医疗丨健康",天使轮,开发|测试|运维类,后端开发,PHP,北京,通州区,10k-20k,3-5年,大专,团队氛围好 发展空间大
135,7949064,IDG测试部_PHP研发工程师,1575,百度在线网络技术（北京）有限公司,2000人以上,"人工智能服务,信息检索,科技金融",上市公司,开发|测试|运维类,后端开发,PHP,北京,海淀区,20k-40k,1-3年,本科,发展前景、团队实力
136,9195840,php开发工程师,404671,深圳寻找母星网络科技有限公司,50-150人,生活服务,A轮,开发|测试|运维类,后端开发,PHP,深圳,南山区,20k-40k,1-3年,本科,大牛带队 风口行业 晋升空间大
137,8963742,php开发工程师,49822,北京讯鸟软件有限公司,150-500人,"软件服务｜咨询,数据服务｜咨询,人工智能服务",上市公司,开发|测试|运维类,前端开发,其他前端开发,北京,朝阳区,15k-30k,1-3年,本科,朝九晚六双休法定节假日福利
138,2062176,PHP开发工程师,137388,浙江顺联网络科技有限公司,150-500人,新零售,不需要融资,开发|测试|运维类,后端开发,PHP,杭州,滨江区,11k-15k,3-5年,大专,发展空间大 团队氛围好
139,9222611,php开发工程师,62538,北京掌上先机网络科技有限公司,2000人以上,营销服务｜咨询,C轮,开发|测试|运维类,后端开发,PHP,北京,海淀区,20k-40k,不限,本科,朝阳行业 前景好
140,8964233,php开发工程师,292612,上海回声网络科技有限公司,50-150人,"移动互联网,企业服务",不需要融资,开发|测试|运维类,后端开发,PHP,上海,普陀区,10k-15k,3-5年,本科,企业微信 腾旭服务商 开发集成
141,9513280,高级php开发工程师,479297,广州友迅网络科技有限公司,50-150人,"社交平台,IT技术服务｜咨询",不需要融资,开发|测试|运维类,后端开发,PHP,广州,白云区,12k-15k,5-10年,不限,项目奖金 车补房补 13薪 全勤奖 下午茶
142,9616242,php开发工程师,198628,都学网络科技（北京）有限公司,150-500人,"教育,移动互联网",未融资,开发|测试|运维类,后端开发,PHP,北京,西城区,10k-15k,1-3年,本科,扁平化管理，每年2次晋升涨薪
143,9418425,php开发工程师,120658412,深圳市领星网络科技有限公司,500-2000人,"软件服务｜咨询,数据服务｜咨询",B轮,开发|测试|运维类,后端开发,PHP,深圳,南山区,14k-25k,3-5年,本科,高速发展、风口赛道、福利丰厚、扁平管理
144,8538550,php开发工程师,20093,上海胜游网络科技有限公司,50-150人,游戏,不需要融资,开发|测试|运维类,后端开发,PHP,上海,杨浦区,15k-21k,1-3年,大专,补贴项目奖金 六险一金弹性工作加班零食
145,7664437,php开发工程师,82797803,成都伊布鲁克科技有限责任公司,15-50人,软件服务｜咨询,未融资,开发|测试|运维类,后端开发,PHP,成都,高新区,8k-12k,1-3年,大专,五险一金，带薪休假，双休
146,3860359,PHP工程师,34354,深圳市三体科技有限公司,50-150人,移动互联网,B轮,开发|测试|运维类,后端开发,PHP,深圳,福田区,10k-12k,3-5年,本科,PHP
147,9631101,高级php开发工程师-安居客,123548353,武汉新仕佳人力资源有限公司,50-150人,"工具类产品,专业服务｜咨询",不需要融资,开发|测试|运维类,后端开发,PHP,北京,,40k-80k,3-5年,本科,11
148,8202370,PHP/GO架构师,1575,百度在线网络技术（北京）有限公司,2000人以上,"人工智能服务,信息检索,科技金融",上市公司,开发|测试|运维类,后端开发,PHP,北京,海淀区,35k-60k,5-10年,本科,六险一金
149,7988228,php高级研发工程师,1575,百度在线网络技术（北京）有限公司,2000人以上,"人工智能服务,信息检索,科技金融",上市公司,开发|测试|运维类,后端开发,PHP,北京,海淀区,20k-35k,5-10年,本科,核心团队
150,7905535,高级PHP/GO研发工程师,62,北京字节跳动网络技术有限公司,2000人以上,"内容资讯,短视频",D轮及以上,开发|测试|运维类,后端开发,其他后端开发,北京,海淀区,20k-40k,不限,本科,"五险一金,团队氛围好,免费三餐"
151,9631101,高级php开发工程师-安居客,123548353,武汉新仕佳人力资源有限公司,50-150人,"工具类产品,专业服务｜咨询",不需要融资,开发|测试|运维类,后端开发,PHP,北京,,40k-80k,3-5年,本科,11
152,9618399,PHP程序开发员（电商系统）,375175,上海复漫网络科技有限公司,150-500人,电商,未融资,开发|测试|运维类,后端开发,PHP,上海,嘉定区,13k-18k,1-3年,不限,五险一金节日福利绩效奖金员工旅游
153,1727749,PHP,115613,广州云翊信息科技有限公司,15-50人,"移动互联网,消费生活",不需要融资,开发|测试|运维类,后端开发,PHP,广州,天河区,8k-10k,不限,本科,周末双休、五险一金、发展空间的
154,9111071,php开发工程师,17641,杭州快定网络股份有限公司,50-150人,移动互联网,上市公司,开发|测试|运维类,后端开发,PHP,杭州,余杭区,4k-8k,在校/应届,本科,公司位于地铁口，双休，各种节假日福利！
155,9533255,php开发工程师,193353,杭州玩心不止网络科技有限公司,150-500人,游戏,不需要融资,开发|测试|运维类,后端开发,PHP,杭州,余杭区,10k-12k,在校/应届,本科,全年14薪、包三餐、六险一金，住房补贴
156,9407243,php开发工程师,293445,厦门造百克自行车有限公司,15-50人,电商,不需要融资,开发|测试|运维类,后端开发,PHP,厦门,海沧区,9k-10k,3-5年,大专,年轻团队，有发展前景
157,9630434,【急！】PHP高级工程师,123001024,北京亿聘世纪管理咨询有限公司,150-500人,"工具类产品,数据服务｜咨询,专业服务｜咨询",未融资,开发|测试|运维类,后端开发,PHP,北京,,30k-50k,5-10年,本科,与（车主邦）联合招聘
158,8907468,PHP开发工程师,618390,杭州中格富集团有限公司,150-500人,金融,未融资,开发|测试|运维类,后端开发,PHP,杭州,萧山区,4k-7k,在校/应届,本科,社保五险、节假日福利、高温补贴、绩效奖金
159,8007216,php开发工程师,31304,深圳尚米网络技术有限公司,150-500人,"游戏,电商平台",不需要融资,开发|测试|运维类,后端开发,PHP,深圳,宝安区,6k-12k,在校/应届,本科,"大佬带队,五险一金,发展空间大"
160,8441670,php工程师,178147,千瓦科技（上海）有限公司,少于15人,"企业服务,其他",天使轮,开发|测试|运维类,后端开发,PHP,上海,浦东新区,7k-14k,在校/应届,本科,"宿舍食堂,传统行业,互联网化,期权激励"
161,9587390,php开发工程师,123495954,哈森商贸（中国）股份有限公司上海分公司,2000人以上,"新零售,电商平台",上市公司,开发|测试|运维类,后端开发,PHP,上海,长宁区,10k-15k,1-3年,本科,餐补、生日福利、节日福利
162,9176447,php开发工程师,123716028,山东自由网络科技有限公司,50-150人,软件服务｜咨询,不需要融资,开发|测试|运维类,后端开发,PHP,滨州,滨城区,6k-12k,1-3年,大专,不加班
163,7988295,PHP/GO研发工程师,1575,百度在线网络技术（北京）有限公司,2000人以上,"人工智能服务,信息检索,科技金融",上市公司,开发|测试|运维类,后端开发,PHP,北京,海淀区,20k-35k,5-10年,本科,核心团队
164,9528206,小度云平台部_C++/Go/PHP高级开发工程师,1575,百度在线网络技术（北京）有限公司,2000人以上,"人工智能服务,信息检索,科技金融",上市公司,开发|测试|运维类,后端开发,PHP,北京,海淀区,20k-40k,3-5年,本科,团队实力、发展前景
165,9528206,小度云平台部_C++/Go/PHP高级开发工程师,1575,百度在线网络技术（北京）有限公司,2000人以上,"人工智能服务,信息检索,科技金融",上市公司,开发|测试|运维类,后端开发,PHP,北京,海淀区,20k-40k,3-5年,本科,团队实力、发展前景
166,9607498,php高级开发工程师,124367584,佛山市顺德区汇龙仓储服务有限公司,15-50人,服务业,未融资,开发|测试|运维类,后端开发,PHP,佛山,顺德区,15k-20k,1-3年,大专,社保，高薪
167,9128383,PHP开发工程师 (MJ000876),71182,深圳盈富斯科技有限公司,500-2000人,电商平台,D轮及以上,开发|测试|运维类,后端开发,PHP,深圳,南山区,15k-25k,1-3年,本科,大神领队 资金雄厚 行业领先 团队给力
168,8326394,go开发（java/PHP转go）,361944,广州宇创天成科技有限公司,50-150人,"移动互联网,游戏",不需要融资,开发|测试|运维类,后端开发,后端开发,广州,天河区,12k-18k,1-3年,本科,接受java/PHP均可转GO
169,9410557,php高级开发工程师,201059,成都致学教育科技有限公司,50-150人,教育,A轮,开发|测试|运维类,后端开发,PHP,成都,高新区,15k-20k,3-5年,本科,创业型公司 上升空间大
170,9629692,php后端开发工程师,741319,成都新舟企业管理有限公司,50-150人,企业服务,不需要融资,开发|测试|运维类,后端开发,PHP,广州,海珠区,14k-20k,3-5年,大专,五险一金 周末双休 朝九晚六
171,8722246,中高级PHP开发工程师 (MJ000315),5580,深圳市明源云科技有限公司,2000人以上,人工智能服务,上市公司,开发|测试|运维类,后端开发,PHP,深圳,南山区,16k-28k,3-5年,本科,上市公司、千亿市值、扁平管理、团队融洽
172,6096948,PHP高级工程师,522924,四川伊澳农业科技有限公司,2000人以上,批发｜零售,上市公司,开发|测试|运维类,后端开发,PHP,北京,朝阳区,30k-50k,5-10年,本科,技术氛围好，上市准备期，可谈期权，待遇从优
173,9158790,高级PHP开发工程师 (MJ000884),71182,深圳盈富斯科技有限公司,500-2000人,电商平台,D轮及以上,开发|测试|运维类,后端开发,PHP,深圳,南山区,20k-30k,5-10年,本科,大神领队 资金雄厚 行业领先 团队给力
174,8636342,PHP 开发主管,525743,建顺信息科技（广州）有限公司,50-150人,"软件服务｜咨询,物流平台",B轮,开发|测试|运维类,后端开发,PHP,广州,天河区,20k-30k,5-10年,本科,香港及新加坡、马来西亚、泰国均设有分公司
175,9472878,Shopify APP store 对接工程师 PHP Java,117579618,深圳千予科技有限公司,15-50人,电商平台,天使轮,开发|测试|运维类,后端开发,PHP,深圳,南山区,15k-30k,5-10年,本科,双休 14薪 天使轮
176,9008534,php后端开发工程师,315995,广东爱用科技有限公司,15-50人,"移动互联网,企业服务",A轮,开发|测试|运维类,后端开发,PHP,深圳,南山区,8k-13k,1-3年,本科,自研产品 团队氛围好 弹性办公
177,5683113,PHP高级开发工程师,525743,建顺信息科技（广州）有限公司,50-150人,"软件服务｜咨询,物流平台",B轮,开发|测试|运维类,后端开发,PHP,广州,天河区,15k-20k,3-5年,本科,弹性工作 五险一金 年终奖金
178,9593455,PHP架构师(UFK2),120915676,成都那与科技有限公司,150-500人,"信息安全,软件开发",不需要融资,开发|测试|运维类,高端技术职位,架构师,成都,高新区,18k-35k,3-5年,大专,13薪，下午茶
179,9472971,web后端 (php),310815,广州经传多赢投资咨询有限公司,2000人以上,科技金融,不需要融资,开发|测试|运维类,后端开发,PHP,广州,番禺区,10k-20k,1-3年,本科,带薪年假、六险一金、下午茶篮球赛、晋升透明
180,9410557,php高级开发工程师,201059,成都致学教育科技有限公司,50-150人,教育,A轮,开发|测试|运维类,后端开发,PHP,成都,高新区,15k-20k,3-5年,本科,创业型公司 上升空间大
181,9538747,初级php开发工程师,29526,北京花房科技有限公司,500-2000人,"移动互联网,社交",D轮及以上,开发|测试|运维类,后端开发,PHP,北京,海淀区,15k-25k,1-3年,本科,发展前景好，稳定性高，团队较大
182,5204032,PHP后端开发,335083,深圳市卓趣互娱科技有限公司,50-150人,游戏,A轮,开发|测试|运维类,后端开发,PHP,深圳,南山区,10k-18k,3-5年,本科,"团队氛围好,五险一金,管理扁平化,大牛共事"
183,9340925,PHP开发工程师(FFD1),173216,广州大蓝网络科技有限公司,150-500人,游戏,不需要融资,开发|测试|运维类,后端开发,PHP,广州,海珠区,11k-20k,1-3年,大专,双休包餐、 六险一金、 团队氛围好、大牛多
184,9465318,cto/技术总监/PHP ERP产品总监 架构师,117579618,深圳千予科技有限公司,15-50人,电商平台,天使轮,开发|测试|运维类,高端技术职位,架构师,深圳,南山区,30k-50k,5-10年,本科,14薪 供应链领域的未来独角兽
185,7842405,php开发工程师,45896,上海传琦实业有限公司,150-500人,新零售,未融资,开发|测试|运维类,后端开发,PHP,上海,闵行区,15k-25k,3-5年,本科,电商项目 全模板发展 双休
186,9321275,php高级开发工程师,122223557,火眼云（北京）科技有限公司,50-150人,营销服务｜咨询,A轮,开发|测试|运维类,后端开发,PHP,北京,朝阳区,25k-35k,3-5年,本科,六险一金 有活力有温度的团队
187,8630367,PHP后端开发工程师,235298,成都领沃网络技术有限公司,50-150人,人工智能服务,不需要融资,开发|测试|运维类,后端开发,PHP,成都,高新区,15k-20k,5-10年,大专,5A写字楼环境，入职六险一金、双休、餐补、年终
188,9375162,仓石基金高级PHP开发工程师G06251,25592,新浪网技术（中国）有限公司,2000人以上,"内容资讯,社交媒体",不需要融资,开发|测试|运维类,后端开发,PHP,北京,海淀区,20k-40k,1-3年,本科,专业团队，发展空间大。
189,6451070,php全栈,579328,广州市赛立得科技有限公司,50-150人,"IT技术服务｜咨询,制造业",未融资,开发|测试|运维类,后端开发,PHP,广州,荔湾区,9k-12k,3-5年,不限,非外包，自主开发，双休，五险，全勤奖
190,9012057,PHP高级软件工程师,78861,上海派申网络技术有限公司,50-150人,"移动互联网,金融",A轮,开发|测试|运维类,后端开发,PHP,上海,黄浦区,13k-25k,3-5年,本科,互联网支付 晋升机会大 发展前景好
191,9442185,PHP高级工程师,420654,上海觅知网络科技有限公司,50-150人,"内容资讯,内容社区",不需要融资,开发|测试|运维类,后端开发,后端开发,上海,浦东新区,20k-30k,3-5年,大专,双休 五险一金 带薪年假 扁平化
192,8189011,php研发工程师（自研）,117872880,深圳市手指游科技有限公司,15-50人,"工具,软件开发",不需要融资,开发|测试|运维类,后端开发,PHP,深圳,南山区,10k-20k,3-5年,本科,五险一金 下午茶 出国团建 奖金
193,9467311,php高级开发工程师,123904941,上海皿鎏数字科技有限公司,150-500人,"游戏,工具类产品,IT技术服务｜咨询",未融资,开发|测试|运维类,后端开发,PHP,上海,杨浦区,25k-28k,3-5年,本科,PHP开发
194,9622275,后端（php）开发工程师（2022届）,108621,深圳爱玩网络科技股份有限公司,150-500人,游戏,上市公司,开发|测试|运维类,后端开发,C#|.NET,深圳,南山区,6k-8k,在校/应届,本科,平台发展好 福利待遇佳 导师一对一
195,9144041,PHP架构工程师,120915676,成都那与科技有限公司,150-500人,"信息安全,软件开发",不需要融资,开发|测试|运维类,高端技术职位,架构师,成都,高新区,25k-40k,10年以上,大专,13薪
196,9340925,PHP开发工程师(FFD1),173216,广州大蓝网络科技有限公司,150-500人,游戏,不需要融资,开发|测试|运维类,后端开发,PHP,广州,海珠区,11k-20k,1-3年,大专,双休包餐、 六险一金、 团队氛围好、大牛多
197,9538747,初级php开发工程师,29526,北京花房科技有限公司,500-2000人,"移动互联网,社交",D轮及以上,开发|测试|运维类,后端开发,PHP,北京,海淀区,15k-25k,1-3年,本科,发展前景好，稳定性高，团队较大
198,8174181,php高级开发工程师,131264,上海米居网络科技有限公司,2000人以上,电商平台,C轮,开发|测试|运维类,后端开发,PHP,上海,静安区,15k-30k,3-5年,本科,超长年假、公司发展前景大、公司氛围好
199,8630367,PHP后端开发工程师,235298,成都领沃网络技术有限公司,50-150人,人工智能服务,不需要融资,开发|测试|运维类,后端开发,PHP,成都,高新区,15k-20k,5-10年,大专,5A写字楼环境，入职六险一金、双休、餐补、年终
200,5454746,后端开发工程师（PHP/Golang）,62,北京字节跳动网络技术有限公司,2000人以上,"内容资讯,短视频",D轮及以上,开发|测试|运维类,后端开发,其他后端开发,北京,海淀区,25k-40k,1-3年,本科,六险一金，弹性工作，免费三餐，租房补贴
201,9442185,PHP高级工程师,420654,上海觅知网络科技有限公司,50-150人,"内容资讯,内容社区",不需要融资,开发|测试|运维类,后端开发,后端开发,上海,浦东新区,20k-30k,3-5年,大专,双休 五险一金 带薪年假 扁平化
202,9352501,PHP开发工程师,123760555,骑驴科技（广州）有限公司,15-50人,"短视频,消费生活,人工智能服务",未融资,开发|测试|运维类,后端开发,PHP,广州,海珠区,11k-15k,3-5年,本科,发展前景好，成长快，双休
203,8996647,后端开发工程师（go/php）G06027,5832,微梦创科网络科技（中国）有限公司,2000人以上,社交媒体,上市公司,开发|测试|运维类,后端开发,GO|Golang,北京,海淀区,25k-40k,3-5年,本科,核心团队
204,6802340,服务端开发工程师-php方向,37434,深圳天媒时代文化传播有限公司,50-150人,区块链,未融资,开发|测试|运维类,后端开发,PHP,深圳,南山区,10k-20k,3-5年,本科,周末双休、团建旅游、定期调薪、职级分红等
205,9531375,php高级开发工程师,22666,北京云动数字媒体技术有限公司,150-500人,专业服务｜咨询,B轮,开发|测试|运维类,后端开发,PHP,北京,朝阳区,20k-30k,5-10年,本科,发展前景 团队氛围 薪资福利
206,9321275,php高级开发工程师,122223557,火眼云（北京）科技有限公司,50-150人,营销服务｜咨询,A轮,开发|测试|运维类,后端开发,PHP,北京,朝阳区,25k-35k,3-5年,本科,六险一金 有活力有温度的团队
207,9375162,仓石基金高级PHP开发工程师G06251,25592,新浪网技术（中国）有限公司,2000人以上,"内容资讯,社交媒体",不需要融资,开发|测试|运维类,后端开发,PHP,北京,海淀区,20k-40k,1-3年,本科,专业团队，发展空间大。
208,9464120,技术经理（偏PHP）,123229542,重庆赫本枫科技有限公司,150-500人,"IT技术服务｜咨询,软件服务｜咨询,物联网",未融资,开发|测试|运维类,高端技术职位,技术经理,成都,武侯区,25k-50k,5-10年,大专,周末双休，下午茶，发展空间大
209,4185093,PHP-Web应用开发,291565,北京洲济通网络科技发展有限公司深圳分公司,15-50人,"IT技术服务｜咨询,营销服务｜咨询",天使轮,开发|测试|运维类,后端开发,Java,深圳,南山区,10k-15k,1-3年,大专,"福利多,前景好,氛围棒"
210,8918664,【新浪微博广告研发中心】php开发工程师,5832,微梦创科网络科技（中国）有限公司,2000人以上,社交媒体,上市公司,开发|测试|运维类,后端开发,PHP,北京,海淀区,30k-50k,3-5年,本科,"发展空间大,知名平台,弹性工作"
211,7970465,PHP高级开发工程师,85518,深圳市果酱时代科技有限公司,50-150人,MCN｜直播平台,B轮,开发|测试|运维类,后端开发,PHP,深圳,南山区,25k-30k,3-5年,本科,季度奖金 年终奖 下午茶 氛围好
212,7364205,PHP中高级工程师,177223,深圳市享笑网科技有限公司,15-50人,"移动互联网,游戏",不需要融资,开发|测试|运维类,后端开发,PHP,深圳,南山区,15k-25k,3-5年,本科,有挑战，公司发展快，年终奖、项目奖
213,9533783,后端开发（Golang/PHP）,118670,杭州星犀科技有限公司,150-500人,营销服务｜咨询,A轮,开发|测试|运维类,后端开发,PHP,杭州,余杭区,15k-23k,不限,本科,双休 五险一金 氛围好
214,8320812,PHP高级工程师,173665,深圳赛中互娱信息技术有限公司,50-150人,"移动互联网,游戏",A轮,开发|测试|运维类,后端开发,PHP,深圳,南山区,20k-35k,3-5年,本科,五险一金，带薪年假，周末双休，节日礼物
215,5788303,高级PHP工程师 (MJ000830),492335,广州希音供应链管理有限公司,2000人以上,电商平台,C轮,开发|测试|运维类,后端开发,PHP,广州,番禺区,22k-28k,5-10年,本科,技术大咖 扁平管理 氛围年轻 弹性上班
216,8174181,php高级开发工程师,131264,上海米居网络科技有限公司,2000人以上,电商平台,C轮,开发|测试|运维类,后端开发,PHP,上海,静安区,15k-30k,3-5年,本科,超长年假、公司发展前景大、公司氛围好
217,9464120,技术经理（偏PHP）,123229542,重庆赫本枫科技有限公司,150-500人,"IT技术服务｜咨询,软件服务｜咨询,物联网",未融资,开发|测试|运维类,高端技术职位,技术经理,成都,武侯区,25k-50k,5-10年,大专,周末双休，下午茶，发展空间大
218,8875648,PHP开发工程师 (MJ000010),27749,北京蓝城兄弟信息技术有限公司,500-2000人,社交平台,上市公司,开发|测试|运维类,后端开发,PHP,北京,朝阳区,20k-40k,3-5年,本科,上市公司
219,6853722,游戏服务器研发工程师（PHP）,292619,上海骏众网络科技有限公司,2000人以上,游戏,上市公司,开发|测试|运维类,后端开发,PHP,上海,黄浦区,12k-16k,1-3年,本科,大IP，前景好，公司氛围好
220,9531375,php高级开发工程师,22666,北京云动数字媒体技术有限公司,150-500人,专业服务｜咨询,B轮,开发|测试|运维类,后端开发,PHP,北京,朝阳区,20k-30k,5-10年,本科,发展前景 团队氛围 薪资福利
221,8901099,中级PHP开发工程师,101915,深圳麦风科技有限公司,150-500人,软件服务｜咨询,不需要融资,开发|测试|运维类,后端开发,PHP,深圳,南山区,12k-18k,3-5年,本科,双休 晋升空间大 领带nice 互联网科技
222,9613138,PHP开发工程师（随时随地自由工作）,367585,北京微普云创科技有限公司,少于15人,"移动互联网,企业服务",未融资,开发|测试|运维类,后端开发,PHP,北京,海淀区,15k-30k,不限,不限,无论年龄性别一视同仁；省心、自主、自由
223,9536741,PHP中高级开发工程师,492660,上海若古信息科技有限公司,150-500人,影视｜动漫,B轮,开发|测试|运维类,后端开发,PHP,上海,长宁区,20k-40k,3-5年,本科,发展空间大 高薪福利
224,5023033,PHP高级开发工程师,407876,马来西亚东南亚玩家商城股份有限公司成都代表处,50-150人,电商平台,未融资,开发|测试|运维类,后端开发,PHP,成都,成华区,10k-16k,3-5年,本科,"六险一金,带薪年假,周末双休,节日福利"
225,9554736,PHP研发工程师(2022届校招) (MJ000324),21643,北京融七牛信息技术有限公司,500-2000人,科技金融,上市公司,开发|测试|运维类,后端开发,PHP,北京,海淀区,17k-19k,1年以下,本科,导师辅导 七险一金 带薪假期
226,8648837,高级后端开发工程师（PHP/Golang）,1720,万兴科技集团股份有限公司,500-2000人,"工具类产品,软件服务｜咨询",上市公司,开发|测试|运维类,后端开发,PHP,长沙,岳麓区,35k-40k,5-10年,本科,上市公司 高成长性 发展空间大
227,9492674,php程序员,123918875,深圳禾森洋科技有限公司,少于15人,"工具类产品,软件服务｜咨询,IT技术服务｜咨询",未融资,开发|测试|运维类,后端开发,PHP,深圳,龙岗区,8k-12k,1-3年,本科,十几年工作经验的大佬为你领路，希望互相成就
228,9536741,PHP中高级开发工程师,492660,上海若古信息科技有限公司,150-500人,影视｜动漫,B轮,开发|测试|运维类,后端开发,PHP,上海,长宁区,20k-40k,3-5年,本科,发展空间大 高薪福利
229,9608968,php开发,123918875,深圳禾森洋科技有限公司,少于15人,"工具类产品,软件服务｜咨询,IT技术服务｜咨询",未融资,开发|测试|运维类,后端开发,PHP,深圳,龙岗区,8k-15k,不限,大专,年轻化公司，拒绝拘泥小节，老板人很nice
230,9562044,高级PHP开发工程师(J22370),5858,瑞庭网络技术（上海）有限公司,500-2000人,居住服务,上市公司,开发|测试|运维类,后端开发,PHP,北京,朝阳区,35k-50k,不限,不限,平台稳定+成长晋升+技术驱动+股票激励
231,9492771,php高级开发工程师,22666,北京云动数字媒体技术有限公司,150-500人,专业服务｜咨询,B轮,开发|测试|运维类,后端开发,PHP,北京,朝阳区,20k-30k,5-10年,本科,发展前景、团队氛围、职位晋升
232,9613138,PHP开发工程师（随时随地自由工作）,367585,北京微普云创科技有限公司,少于15人,"移动互联网,企业服务",未融资,开发|测试|运维类,后端开发,PHP,北京,海淀区,15k-30k,不限,不限,无论年龄性别一视同仁；省心、自主、自由
233,5023033,PHP高级开发工程师,407876,马来西亚东南亚玩家商城股份有限公司成都代表处,50-150人,电商平台,未融资,开发|测试|运维类,后端开发,PHP,成都,成华区,10k-16k,3-5年,本科,"六险一金,带薪年假,周末双休,节日福利"
234,8015406,PHP工程师(J10660),41660,上海聚胜万合广告有限公司,500-2000人,营销服务｜咨询,上市公司,开发|测试|运维类,后端开发,PHP,上海,普陀区,10k-15k,1-3年,本科,发展平台好、氛围好、绩效奖金
235,6853722,游戏服务器研发工程师（PHP）,292619,上海骏众网络科技有限公司,2000人以上,游戏,上市公司,开发|测试|运维类,后端开发,PHP,上海,黄浦区,12k-16k,1-3年,本科,大IP，前景好，公司氛围好
236,9417440,PHP 后端工程师,1952,北京悦活教育科技有限责任公司,50-150人,软件服务｜咨询,不需要融资,开发|测试|运维类,后端开发,PHP,北京,海淀区,20k-40k,3-5年,本科,周末双休 代码优雅 薪酬合理 晋升明确
237,9494789,初级php开发工程师,22490,北京华图宏阳网络科技有限公司,150-500人,在线教育,D轮及以上,开发|测试|运维类,后端开发,PHP,北京,海淀区,12k-18k,不限,本科,领导nice，团队氛围好，加班可调休
238,9524324,中级php开发工程师,22490,北京华图宏阳网络科技有限公司,150-500人,在线教育,D轮及以上,开发|测试|运维类,后端开发,PHP,北京,海淀区,15k-20k,1-3年,大专,领导nice，团队氛围好，加班可调休
239,8863330,PHP/Golang研发工程师,18855,深圳市大成天下信息技术有限公司,15-50人,内容社区,B轮,开发|测试|运维类,后端开发,PHP,深圳,南山区,18k-35k,3-5年,大专,8:00-10:00上班、早来早走晚来晚走，加班少
240,7996542,php高级工程师,344288,杭州智团信息技术有限公司,50-150人,在线医疗,不需要融资,开发|测试|运维类,后端开发,PHP,杭州,滨江区,9k-18k,3-5年,本科,五险一金；年终奖；交通补贴；餐补
241,8661996,php后端开发工程师,589,广州多益网络股份有限公司,2000人以上,游戏,不需要融资,开发|测试|运维类,后端开发,PHP,广州,黄埔区,9k-18k,不限,不限,互联网百强
242,3315260,PHP开发工程师（全栈）,213388,上海佑久健康科技有限公司,15-50人,"移动互联网,医疗丨健康",不需要融资,开发|测试|运维类,后端开发,其他后端开发,上海,普陀区,7k-14k,在校/应届,硕士,"快速成长,开放公正,前沿科技,绩效薪酬"
243,9273386,PHP开发工程师（自由工作）,367585,北京微普云创科技有限公司,少于15人,"移动互联网,企业服务",未融资,开发|测试|运维类,后端开发,PHP,北京,海淀区,15k-30k,1-3年,不限,自由工作
244,9375429,php开发工程师,1575,百度在线网络技术（北京）有限公司,2000人以上,"人工智能服务,信息检索,科技金融",上市公司,开发|测试|运维类,后端开发,PHP,北京,海淀区,20k-40k,3-5年,本科,五险一金 周末双休
