,positionId,positionName,companyId,companyFullName,companySize,industryField,financeStage,firstType,secondType,thirdType,city,district,salary,workYear,education,positionAdvantage
0,9610545,windows c++,95466,北京亿赛通科技发展有限责任公司,150-500人,信息安全,上市公司,开发|测试|运维类,后端开发,C|C++,北京,海淀区,20k-40k,3-5年,本科,七险一金，带薪年假，年度体检，年终奖，过节费
1,8771674,windows开发工程师,207780,睿魔智能科技（深圳）有限公司,50-150人,"硬件,其他",天使轮,开发|测试|运维类,后端开发,C|C++,深圳,南山区,12k-20k,1-3年,本科,"AI领域,前沿产品,公司发展好,弹性工作"
2,9631169,c++,124417132,易链思哲（杭州）人力资源管理有限公司,,,,开发|测试|运维类,后端开发,C|C++,杭州,,30k-45k,5-10年,本科,nice
3,9616788,c++,122837105,杭州艾力特数字科技有限公司,50-150人,"信息安全,智能硬件,物联网",未融资,开发|测试|运维类,后端开发,C|C++,杭州,,10k-15k,1-3年,本科,成熟的研发团队
4,9420078,美团搜索-C++工程师/技术专家,50702,北京三快在线科技有限公司,2000人以上,消费生活,上市公司,开发/测试/运维类,后端开发,C/C++,北京,朝阳区,30k-60k,不限,不限,核心诱惑
5,7646071,C++,158488,深圳慧卡科技有限公司,15-50人,信息安全,未融资,开发|测试|运维类,后端开发,C|C++,深圳,南山区,12k-24k,1-3年,本科,团队和谐 发展稳定
6,9384528,C++ 开发工程师 (MJ000055),498595,翼健（上海）信息科技有限公司,150-500人,数据服务｜咨询,B轮,开发|测试|运维类,后端开发,C|C++,北京,海淀区,20k-40k,3-5年,本科,成长快，晋升快，团队牛
7,9345824,C++,7835,北京金山办公软件股份有限公司,2000人以上,"工具类产品,软件服务｜咨询",上市公司,开发|测试|运维类,后端开发,C|C++,深圳,南山区,15k-25k,1-3年,本科,核心产品 发展前景大 福利待遇好
8,8437274,C++,93087,北京世联互动网络有限公司成都分公司,2000人以上,信息检索,上市公司,开发|测试|运维类,后端开发,C|C++,成都,高新区,13k-25k,5-10年,本科,LINE Works，大牛多，没有加班文化
9,9076863,c++,140499,深圳双猴科技有限公司,50-150人,智能硬件,A轮,开发|测试|运维类,后端开发,C|C++,深圳,南山区,10k-20k,3-5年,大专,周末双休 五险一金
10,5975791,c++,109134,上海雅捷信息技术股份有限公司,150-500人,"数据服务,金融",上市公司,开发|测试|运维类,后端开发,C|C++,南昌,青山湖区,7k-14k,1-3年,本科,大牛多 工 作环境好
11,9535588,C++,316515,上海微福思软件科技有限公司,2000人以上,IT技术服务｜咨询,上市公司,开发|测试|运维类,后端开发,后端开发,上海,浦东新区,15k-30k,3-5年,本科,舒适的办公环境，14天带薪年假，年底双薪
12,9563548,c++,117689693,跨维（广州）智能科技有限公司,15-50人,人工智能,天使轮,开发|测试|运维类,后端开发,C|C++,广州,天河区,15k-30k,1-3年,本科,辽阔的行业前景、技术大牛带教、晋升渠道明确
13,8779542,搜索架构C++研发工程师,1575,百度在线网络技术（北京）有限公司,2000人以上,"人工智能服务,信息检索,科技金融",上市公司,开发|测试|运维类,后端开发,C|C++,北京,海淀区,20k-40k,3-5年,本科,发展平台
14,9319262,c++高级开发工程师,1575,百度在线网络技术（北京）有限公司,2000人以上,"人工智能服务,信息检索,科技金融",上市公司,开发|测试|运维类,后端开发,C|C++,北京,海淀区,30k-60k,1-3年,本科,自动驾驶 C++
15,9623384,C/C++开发工程师,78102,上海网达软件股份有限公司,500-2000人,"移动互联网,电商",上市公司,开发|测试|运维类,后端开发,C|C++,上海,浦东新区,15k-28k,3-5年,本科,带薪年假 大咖带队 节日福利 年终奖
16,6364778,c++程序员,67389,北京指南针科技发展股份有限公司,500-2000人,"移动互联网,金融",上市公司,开发|测试|运维类,后端开发,C|C++,北京,昌平区,12k-24k,不限,本科,五险一金 发展空间大 国内外旅游
17,7994125,C++桌面研发工程师,62,北京字节跳动网络技术有限公司,2000人以上,"内容资讯,短视频",D轮及以上,设计类,原画|美术|特效,多媒体设计师,杭州,余杭区,20k-40k,不限,本科,"下午茶,扁平管理,用户过亿,大牛带队"
18,7429468,C++客户端研发实习生,62,北京字节跳动网络技术有限公司,2000人以上,"内容资讯,短视频",D轮及以上,开发|测试|运维类,后端开发,其他后端开发,杭州,余杭区,10k-20k,不限,本科,"六险一金,弹性工作,免费三餐,租房补贴"
19,9504891,c++,120870839,上海靖戈智能科技有限公司,15-50人,金融、软件开发,不需要融资,开发|测试|运维类,后端开发,C|C++,上海,浦东新区,8k-16k,不限,本科,团队氛围好，行业好，发展平台大
20,9398331,c++开发工程师,734091,浙江诺诺网络科技有限公司,500-2000人,IT技术服务｜咨询,不需要融资,开发|测试|运维类,后端开发,C|C++,杭州,西湖区,15k-25k,3-5年,本科,团队氛围好，福利待遇好
21,7105955,c++,86321,上海热像科技股份有限公司,150-500人,智能硬件,未融资,开发|测试|运维类,后端开发,C|C++,上海,浦东新区,20k-30k,3-5年,本科,行业爆发式增长 环境简单 项目多成长快
22,9152712,c++开游戏引擎开发,1880,北京达佳互联信息技术有限公司,2000人以上,短视频,上市公司,开发|测试|运维类,后端开发,C|C++,北京,海淀区,20k-40k,3-5年,本科,大厂环境，福利好，发展前景可观，弹性工作
23,8298695,C/C++开发工程师,171273,兴业数字金融服务（上海）股份有限公司,500-2000人,科技金融,不需要融资,开发|测试|运维类,后端开发,C|C++,上海,浦东新区,13k-25k,1-3年,本科,科技金融
24,8900688,C++服务器开发工程师（moba手游）(LKAP),64705,上海沐瞳科技有限公司,500-2000人,游戏,不需要融资,开发|测试|运维类,后端开发,C|C++,上海,闵行区,25k-50k,3-5年,本科,六险一金；包午晚餐
25,8815798,服务端开发专家C++（引擎离线）,436,北京鸿盈信息技术有限公司,2000人以上,"工具类产品,信息检索,信息安全",上市公司,开发|测试|运维类,后端开发,C|C++,北京,朝阳区,40k-70k,5-10年,本科,大平台 大用户量级 团队氛围好
26,8815856,服务端开发工程师C++,436,北京鸿盈信息技术有限公司,2000人以上,"工具类产品,信息检索,信息安全",上市公司,开发|测试|运维类,后端开发,C|C++,北京,朝阳区,30k-50k,3-5年,本科,大平台 大用户量级 团队氛围好
27,9110513,c++,409603,杭州智光一创科技有限公司,150-500人,"数据服务｜咨询,物联网,能源｜矿产｜环保",上市公司,开发|测试|运维类,后端开发,C|C++,杭州,西湖区,7k-10k,在校/应届,本科,"周末双休,五险一金,不定期旅游，餐补"
28,9631165,c++高级开发工程师,122131567,深圳市认知升级科技有限公司,50-150人,"IT技术服务｜咨询,软件服务｜咨询",不需要融资,开发|测试|运维类,后端开发,C|C++,深圳,,20k-40k,3-5年,本科,独角兽 拟上市公司 发展前景好 薪酬福利佳
29,9630957,c++开发工程师,115166,深圳市即构科技有限公司,150-500人,软件服务｜咨询,C轮,开发|测试|运维类,后端开发,C|C++,深圳,,12k-20k,在校/应届,本科,周末双休 六险一金 年度旅游 弹性上下班
30,8919550,C++资深研发工程师,2474,北京嘀嘀无限科技发展有限公司,2000人以上,旅游｜出行,不需要融资,开发|测试|运维类,后端开发,C|C++,北京,顺义区,30k-55k,3-5年,本科,技术大牛多，成长速度快
31,9629906,软件工程师c++,641682,上海逸动医学科技有限公司,500-2000人,"医疗丨健康,其他",未融资,开发|测试|运维类,后端开发,C|C++,上海,,13k-25k,不限,本科,团队氛围好， 公司发展潜力大， 行业前景好
32,9498859,c++开发工程师,498595,翼健（上海）信息科技有限公司,150-500人,数据服务｜咨询,B轮,开发|测试|运维类,后端开发,C|C++,上海,长宁区,18k-30k,在校/应届,本科,六险一金；股票期权；技术氛围；弹性工作
33,7389369,C++引擎专家,7520,广东三维家信息科技有限公司,500-2000人,"软件服务｜咨询,人工智能服务",C轮,开发|测试|运维类,后端开发,C|C++,广州,天河区,35k-60k,5-10年,本科,双休 年终奖 绩效奖 六险一金
34,7391844,C++高级开发工程师（引擎研发）,7520,广东三维家信息科技有限公司,500-2000人,"软件服务｜咨询,人工智能服务",C轮,开发|测试|运维类,后端开发,C|C++,广州,天河区,20k-40k,3-5年,本科,双休 年终奖 绩效奖 六险一金
35,9629803,高级c++开发工程师,432795,广东博智林机器人有限公司,2000人以上,智能硬件,不需要融资,开发|测试|运维类,后端开发,C|C++,佛山,顺德区,30k-40k,3-5年,本科,高级c++开发工程师
36,9607576,机器人ROS C++开发工程师,394030,北京能创科技有限公司,50-150人,移动互联网,未融资,开发|测试|运维类,后端开发,C|C++,北京,顺义区,20k-40k,1-3年,硕士,核心团队，目标驱动，产业化前景
37,8294029,c++服务端开发工程师,593,杭州边锋网络技术有限公司,2000人以上,游戏,不需要融资,开发|测试|运维类,后端开发,C|C++,杭州,西湖区,20k-35k,3-5年,本科,岗位发展空间大，福利待遇好
38,9626783,高级c++开发工程师,6927,OPPO广东移动通信有限公司,2000人以上,智能硬件,不需要融资,开发|测试|运维类,后端开发,C|C++,深圳,南山区,25k-50k,3-5年,本科,发展潜力
39,9168267,高级c++工程师-基础技术组-北辰-LS,18139,北京京东世纪贸易有限公司,2000人以上,电商平台,上市公司,开发|测试|运维类,后端开发,C|C++,北京,朝阳区,30k-60k,5-10年,本科,京东零售商业提升部门
40,8253661,linux c/c++ Java Python（嘉兴事业单位，全球引才）,122504280,中国电子科技南湖研究院,150-500人,"人工智能服务,物联网,制造业",不需要融资,开发|测试|运维类,后端开发,后端开发,杭州,余杭区,20k-40k,3-5年,硕士,新型研究院，事业单位，知名央企，人才房票
41,9617768,高级C++研发工程师,174210,大数金科网络技术有限公司,50-150人,"电商,移动互联网",不需要融资,开发|测试|运维类,后端开发,后端开发,成都,高新区,15k-30k,3-5年,本科,五险一金 带薪年假 下午茶 补贴 扁平管理
42,8352691,c++算法工程师,139755,北京京邦达贸易有限公司,2000人以上,物流｜运输,A轮,开发|测试|运维类,后端开发,C|C++,北京,大兴区,20k-35k,1-3年,硕士,自动驾驶行业
43,9629774,c++工程师,432795,广东博智林机器人有限公司,2000人以上,智能硬件,不需要融资,开发|测试|运维类,后端开发,C|C++,佛山,顺德区,25k-40k,3-5年,本科,c++工程师
44,9171059,浏览器开发工程师（C++）(J10115),22045,广州汇量信息科技有限公司,500-2000人,"营销服务｜咨询,数据服务｜咨询",上市公司,开发|测试|运维类,后端开发,后端开发,广州,天河区,10k-15k,不限,本科,全球化视野 大牛云集 CBD豪华夜景 免费四餐
45,9624871,c++开发工程师,120807009,上海零与壹软件有限公司,15-50人,工具类产品,不需要融资,开发|测试|运维类,后端开发,C|C++,桂林,七星区,5k-10k,不限,大专,周末双休、五险一金、节日福利、13薪、带薪年假
46,8253659,linux c/c++ Java Python（嘉兴事业单位，全球引才）,122504280,中国电子科技南湖研究院,150-500人,"人工智能服务,物联网,制造业",不需要融资,开发|测试|运维类,后端开发,后端开发,上海,黄浦区,20k-40k,3-5年,硕士,新型研究院，事业单位，知名央企，人才房票
47,9318593,C++开发工程师【浏览器】(J10115),22045,广州汇量信息科技有限公司,500-2000人,"营销服务｜咨询,数据服务｜咨询",上市公司,开发|测试|运维类,后端开发,C|C++,广州,天河区,9k-15k,不限,本科,全球化视野 大牛云集 CBD豪华夜景 免费四餐
48,9618902,linux c/c++开发工程师,117649250,浙江赛目科技有限公司,15-50人,"人工智能服务,物联网,旅游｜出行",不需要融资,开发|测试|运维类,后端开发,C|C++,杭州,余杭区,15k-30k,1-3年,本科,入职缴纳六险一金、双休、团建、每日茶点、体检
49,9628083,c++研发工程师,124359451,深圳市奥肯特科技有限公司,50-150人,"人工智能服务,IT技术服务｜咨询,软件服务｜咨询",未融资,开发|测试|运维类,后端开发,C|C++,深圳,南山区,15k-18k,1-3年,本科,绩效奖金 股票期权
50,9439496,c/c++开发工程师,171273,兴业数字金融服务（上海）股份有限公司,500-2000人,科技金融,不需要融资,开发|测试|运维类,后端开发,后端开发,苏州,工业园区,13k-25k,不限,本科,科技金融
51,9627948,高级C++开发工程师 (MJ000596),1720,万兴科技集团股份有限公司,500-2000人,"工具类产品,软件服务｜咨询",上市公司,开发|测试|运维类,后端开发,后端开发,长沙,岳麓区,25k-40k,5-10年,本科,创新赛道、发展通道广阔、扁平化管理
